Time,Open,High,Low,Close,Volume,index
2018-05-03T05:00:00+0000,1316.0,1316.9,1315.5,1316.4,12,2018-05-03T05:00:00+0000
2018-05-03T06:00:00+0000,1316.1,1317.0,1315.0,1316.4,34,2018-05-03T06:00:00+0000
2018-05-03T07:00:00+0000,1315.1,1316.7,1313.4,1315.9,50,2018-05-03T07:00:00+0000
2018-05-03T08:00:00+0000,1315.9,1317.7,1315.3,1317.3,69,2018-05-03T08:00:00+0000
2018-05-03T09:00:00+0000,1316.9,1319.9,1316.9,1318.7,91,2018-05-03T09:00:00+0000
2018-05-03T10:00:00+0000,1319.4,1319.8,1318.1,1318.2,39,2018-05-03T10:00:00+0000
2018-05-03T11:00:00+0000,1318.4,1325.2,1318.2,1324.8,117,2018-05-03T11:00:00+0000
2018-05-03T12:00:00+0000,1324.9,1324.9,1321.8,1322.2,218,2018-05-03T12:00:00+0000
2018-05-03T13:00:00+0000,1322.1,1322.9,1320.4,1322.0,368,2018-05-03T13:00:00+0000
2018-05-03T14:00:00+0000,1322.0,1323.2,1319.4,1320.5,369,2018-05-03T14:00:00+0000
2018-05-03T15:00:00+0000,1320.3,1321.5,1319.8,1320.7,508,2018-05-03T15:00:00+0000
2018-05-03T16:00:00+0000,1320.8,1320.8,1318.7,1319.7,361,2018-05-03T16:00:00+0000
2018-05-03T17:00:00+0000,1319.4,1320.6,1317.8,1320.2,506,2018-05-03T17:00:00+0000
2018-05-03T18:00:00+0000,1320.3,1322.0,1320.3,1320.9,118,2018-05-03T18:00:00+0000
2018-05-03T19:00:00+0000,1320.8,1321.1,1318.4,1318.4,89,2018-05-03T19:00:00+0000
2018-05-03T20:00:00+0000,1318.8,1319.4,1318.4,1319.1,36,2018-05-03T20:00:00+0000
2018-05-03T22:00:00+0000,1318.9,1319.9,1318.9,1319.9,11,2018-05-03T22:00:00+0000
2018-05-03T23:00:00+0000,1319.4,1320.5,1319.4,1319.9,9,2018-05-03T23:00:00+0000
2018-05-04T00:00:00+0000,1319.9,1319.9,1318.2,1318.8,6,2018-05-04T00:00:00+0000
2018-05-04T01:00:00+0000,1319.0,1320.5,1319.0,1320.5,116,2018-05-04T01:00:00+0000
2018-05-04T02:00:00+0000,1320.5,1320.5,1320.3,1320.3,7,2018-05-04T02:00:00+0000
2018-05-04T03:00:00+0000,1319.9,1319.9,1319.9,1319.9,20,2018-05-04T03:00:00+0000
2018-05-04T05:00:00+0000,1319.3,1319.6,1319.3,1319.5,3,2018-05-04T05:00:00+0000
2018-05-04T06:00:00+0000,1318.9,1319.1,1318.0,1318.0,41,2018-05-04T06:00:00+0000
2018-05-04T07:00:00+0000,1317.9,1317.9,1316.3,1316.8,102,2018-05-04T07:00:00+0000
2018-05-04T08:00:00+0000,1317.5,1317.6,1315.7,1315.8,79,2018-05-04T08:00:00+0000
2018-05-04T09:00:00+0000,1315.6,1316.4,1315.6,1316.3,31,2018-05-04T09:00:00+0000
2018-05-04T10:00:00+0000,1316.3,1317.8,1316.2,1317.8,49,2018-05-04T10:00:00+0000
2018-05-04T11:00:00+0000,1317.4,1318.7,1316.8,1318.4,42,2018-05-04T11:00:00+0000
2018-05-04T12:00:00+0000,1318.1,1322.7,1316.5,1320.3,495,2018-05-04T12:00:00+0000
2018-05-04T13:00:00+0000,1319.8,1319.9,1314.9,1316.6,634,2018-05-04T13:00:00+0000
2018-05-04T14:00:00+0000,1316.8,1320.4,1316.5,1317.6,240,2018-05-04T14:00:00+0000
2018-05-04T15:00:00+0000,1318.1,1318.6,1316.6,1318.5,196,2018-05-04T15:00:00+0000
2018-05-04T16:00:00+0000,1318.1,1320.7,1317.4,1320.4,293,2018-05-04T16:00:00+0000
2018-05-04T17:00:00+0000,1320.3,1321.3,1319.9,1320.8,355,2018-05-04T17:00:00+0000
2018-05-04T18:00:00+0000,1320.7,1321.8,1320.6,1321.3,52,2018-05-04T18:00:00+0000
2018-05-04T19:00:00+0000,1321.3,1321.3,1320.6,1321.0,30,2018-05-04T19:00:00+0000
2018-05-04T20:00:00+0000,1321.5,1322.1,1321.4,1322.1,89,2018-05-04T20:00:00+0000
2018-05-06T22:00:00+0000,1321.9,1322.1,1321.8,1321.8,15,2018-05-06T22:00:00+0000
2018-05-06T23:00:00+0000,1322.0,1322.0,1321.5,1321.5,10,2018-05-06T23:00:00+0000
2018-05-07T00:00:00+0000,1321.7,1324.4,1321.6,1324.4,45,2018-05-07T00:00:00+0000
2018-05-07T01:00:00+0000,1324.2,1326.4,1324.2,1324.3,173,2018-05-07T01:00:00+0000
2018-05-07T02:00:00+0000,1324.3,1325.2,1324.1,1324.8,68,2018-05-07T02:00:00+0000
2018-05-07T03:00:00+0000,1325.3,1325.4,1324.5,1324.5,136,2018-05-07T03:00:00+0000
2018-05-07T04:00:00+0000,1324.3,1324.3,1323.1,1323.1,34,2018-05-07T04:00:00+0000
2018-05-07T05:00:00+0000,1323.0,1323.0,1320.6,1321.6,62,2018-05-07T05:00:00+0000
2018-05-07T06:00:00+0000,1321.6,1321.6,1318.8,1319.6,48,2018-05-07T06:00:00+0000
2018-05-07T07:00:00+0000,1319.3,1320.0,1319.3,1319.9,16,2018-05-07T07:00:00+0000
2018-05-07T08:00:00+0000,1319.6,1320.7,1319.1,1320.0,43,2018-05-07T08:00:00+0000
2018-05-07T09:00:00+0000,1320.2,1320.7,1319.9,1320.4,18,2018-05-07T09:00:00+0000
2018-05-07T10:00:00+0000,1321.4,1321.6,1320.3,1320.3,10,2018-05-07T10:00:00+0000
2018-05-07T11:00:00+0000,1319.5,1319.8,1317.8,1318.0,61,2018-05-07T11:00:00+0000
2018-05-07T12:00:00+0000,1317.9,1320.4,1316.9,1319.6,174,2018-05-07T12:00:00+0000
2018-05-07T13:00:00+0000,1320.0,1320.6,1318.0,1318.5,98,2018-05-07T13:00:00+0000
2018-05-07T14:00:00+0000,1318.7,1321.5,1318.6,1320.3,209,2018-05-07T14:00:00+0000
2018-05-07T15:00:00+0000,1320.4,1322.2,1320.4,1320.6,187,2018-05-07T15:00:00+0000
2018-05-07T16:00:00+0000,1320.8,1321.0,1319.8,1320.7,80,2018-05-07T16:00:00+0000
2018-05-07T17:00:00+0000,1320.2,1321.1,1319.6,1321.1,139,2018-05-07T17:00:00+0000
2018-05-07T18:00:00+0000,1321.5,1321.5,1320.3,1320.7,63,2018-05-07T18:00:00+0000
2018-05-07T19:00:00+0000,1320.8,1321.1,1320.4,1321.1,20,2018-05-07T19:00:00+0000
2018-05-07T20:00:00+0000,1320.6,1320.9,1320.5,1320.7,179,2018-05-07T20:00:00+0000
2018-05-07T22:00:00+0000,1321.1,1321.2,1320.9,1320.9,11,2018-05-07T22:00:00+0000
2018-05-07T23:00:00+0000,1321.0,1322.6,1321.0,1322.4,11,2018-05-07T23:00:00+0000
2018-05-08T00:00:00+0000,1323.0,1323.5,1321.7,1322.1,11,2018-05-08T00:00:00+0000
2018-05-08T01:00:00+0000,1322.2,1322.2,1319.6,1319.8,19,2018-05-08T01:00:00+0000
2018-05-08T03:00:00+0000,1320.6,1320.6,1318.5,1318.8,22,2018-05-08T03:00:00+0000
2018-05-08T04:00:00+0000,1318.5,1318.5,1317.9,1318.0,31,2018-05-08T04:00:00+0000
2018-05-08T05:00:00+0000,1317.8,1319.6,1317.5,1319.4,50,2018-05-08T05:00:00+0000
2018-05-08T06:00:00+0000,1319.3,1320.8,1319.1,1320.2,70,2018-05-08T06:00:00+0000
2018-05-08T07:00:00+0000,1319.9,1321.3,1319.5,1321.0,33,2018-05-08T07:00:00+0000
2018-05-08T08:00:00+0000,1320.6,1320.6,1317.5,1317.9,77,2018-05-08T08:00:00+0000
2018-05-08T09:00:00+0000,1317.7,1317.7,1314.6,1316.3,112,2018-05-08T09:00:00+0000
2018-05-08T10:00:00+0000,1316.8,1316.8,1315.4,1316.3,145,2018-05-08T10:00:00+0000
2018-05-08T11:00:00+0000,1316.2,1317.8,1315.8,1317.6,65,2018-05-08T11:00:00+0000
2018-05-08T12:00:00+0000,1317.9,1318.2,1316.0,1316.6,266,2018-05-08T12:00:00+0000
2018-05-08T13:00:00+0000,1316.5,1316.8,1312.7,1313.5,1104,2018-05-08T13:00:00+0000
2018-05-08T14:00:00+0000,1313.3,1315.3,1312.4,1314.3,391,2018-05-08T14:00:00+0000
2018-05-08T15:00:00+0000,1314.1,1318.1,1313.5,1317.0,455,2018-05-08T15:00:00+0000
2018-05-08T16:00:00+0000,1317.3,1322.0,1317.2,1320.6,554,2018-05-08T16:00:00+0000
2018-05-08T17:00:00+0000,1320.3,1320.4,1317.9,1320.1,1201,2018-05-08T17:00:00+0000
2018-05-08T18:00:00+0000,1319.7,1324.7,1319.6,1321.4,306,2018-05-08T18:00:00+0000
2018-05-08T19:00:00+0000,1322.2,1323.0,1320.8,1321.1,315,2018-05-08T19:00:00+0000
2018-05-08T20:00:00+0000,1321.1,1321.5,1320.9,1321.1,67,2018-05-08T20:00:00+0000
2018-05-08T22:00:00+0000,1321.3,1322.1,1321.1,1322.1,17,2018-05-08T22:00:00+0000
2018-05-08T23:00:00+0000,1322.3,1323.1,1322.3,1323.1,6,2018-05-08T23:00:00+0000
2018-05-09T00:00:00+0000,1322.3,1322.3,1320.0,1320.0,44,2018-05-09T00:00:00+0000
2018-05-09T01:00:00+0000,1319.0,1319.0,1316.9,1317.9,49,2018-05-09T01:00:00+0000
2018-05-09T02:00:00+0000,1317.8,1318.6,1317.2,1317.2,17,2018-05-09T02:00:00+0000
2018-05-09T03:00:00+0000,1317.4,1318.5,1317.2,1317.2,10,2018-05-09T03:00:00+0000
2018-05-09T04:00:00+0000,1317.1,1317.6,1316.9,1317.6,14,2018-05-09T04:00:00+0000
2018-05-09T05:00:00+0000,1317.4,1317.4,1316.7,1316.8,24,2018-05-09T05:00:00+0000
2018-05-09T06:00:00+0000,1316.5,1316.5,1314.4,1314.4,86,2018-05-09T06:00:00+0000
