Time,Open,High,Low,Close,Volume,index
2023-11-01T05:00:00+0000,2013.4,2026.0,1998.7,2007.8,13995,2023-11-01T05:00:00+0000
2023-11-02T05:00:00+0000,2011.3,2019.1,2007.0,2013.9,12156,2023-11-02T05:00:00+0000
2023-11-03T05:00:00+0000,2013.9,2032.2,2009.8,2019.6,11669,2023-11-03T05:00:00+0000
2023-11-06T06:00:00+0000,2019.6,2020.2,2004.8,2009.0,13855,2023-11-06T06:00:00+0000
2023-11-07T06:00:00+0000,2005.0,2005.1,1983.2,1993.8,61959,2023-11-07T06:00:00+0000
2023-11-08T06:00:00+0000,1995.1,1997.6,1973.6,1978.1,53115,2023-11-08T06:00:00+0000
2023-11-09T06:00:00+0000,1976.7,1991.6,1968.5,1989.9,44133,2023-11-09T06:00:00+0000
2023-11-10T06:00:00+0000,1984.3,1985.7,1956.9,1957.7,66099,2023-11-10T06:00:00+0000
2023-11-13T06:00:00+0000,1963.2,1973.5,1955.4,1970.2,54169,2023-11-13T06:00:00+0000
2023-11-14T06:00:00+0000,1970.4,1995.2,1959.0,1986.4,19880,2023-11-14T06:00:00+0000
2023-11-15T06:00:00+0000,1987.0,1999.1,1979.0,1984.3,17169,2023-11-15T06:00:00+0000
2023-11-16T06:00:00+0000,1983.8,2011.1,1979.3,2007.5,36931,2023-11-16T06:00:00+0000
2023-11-17T06:00:00+0000,2007.5,2016.5,2001.3,2004.8,19847,2023-11-17T06:00:00+0000
2023-11-20T06:00:00+0000,2001.2,2007.6,1987.3,2000.4,35709,2023-11-20T06:00:00+0000
2023-11-21T06:00:00+0000,2000.1,2030.0,1999.9,2021.8,62250,2023-11-21T06:00:00+0000
2023-11-22T06:00:00+0000,2020.6,2028.4,2008.9,2013.2,71421,2023-11-22T06:00:00+0000
2023-11-24T06:00:00+0000,2012.1,2025.0,2011.3,2023.5,96925,2023-11-24T06:00:00+0000
2023-11-27T06:00:00+0000,2023.0,2039.4,2022.0,2033.0,161665,2023-11-27T06:00:00+0000
2023-11-28T06:00:00+0000,2035.1,2064.2,2031.6,2060.2,195417,2023-11-28T06:00:00+0000
2023-11-29T06:00:00+0000,2062.0,2072.7,2055.9,2067.1,197789,2023-11-29T06:00:00+0000
2023-11-30T06:00:00+0000,2065.4,2067.4,2051.2,2057.2,151918,2023-11-30T06:00:00+0000
2023-12-01T06:00:00+0000,2056.5,2095.7,2052.6,2089.7,241615,2023-12-01T06:00:00+0000
2023-12-04T06:00:00+0000,2094.4,2152.3,2038.4,2042.2,378224,2023-12-04T06:00:00+0000
2023-12-05T06:00:00+0000,2049.0,2059.6,2027.6,2036.3,209549,2023-12-05T06:00:00+0000
2023-12-06T06:00:00+0000,2037.8,2053.4,2035.3,2047.9,154219,2023-12-06T06:00:00+0000
2023-12-07T06:00:00+0000,2043.4,2057.2,2036.6,2046.4,173977,2023-12-07T06:00:00+0000
2023-12-08T06:00:00+0000,2045.7,2050.4,2010.6,2014.5,237289,2023-12-08T06:00:00+0000
2023-12-11T06:00:00+0000,2020.0,2023.7,1991.2,1993.7,160072,2023-12-11T06:00:00+0000
2023-12-12T06:00:00+0000,1997.8,2012.5,1992.3,1993.2,148532,2023-12-12T06:00:00+0000
2023-12-13T06:00:00+0000,1995.1,2043.3,1987.9,1997.3,192679,2023-12-13T06:00:00+0000
2023-12-14T06:00:00+0000,2043.2,2062.9,2039.1,2044.9,231095,2023-12-14T06:00:00+0000
2023-12-15T06:00:00+0000,2051.3,2059.6,2029.2,2035.7,172147,2023-12-15T06:00:00+0000
2023-12-18T06:00:00+0000,2033.3,2048.0,2029.5,2040.5,141406,2023-12-18T06:00:00+0000
2023-12-19T06:00:00+0000,2041.1,2061.0,2034.8,2052.1,134781,2023-12-19T06:00:00+0000
2023-12-20T06:00:00+0000,2053.8,2056.9,2040.6,2047.7,122567,2023-12-20T06:00:00+0000
2023-12-21T06:00:00+0000,2044.4,2058.0,2043.3,2051.3,119952,2023-12-21T06:00:00+0000
2023-12-22T06:00:00+0000,2061.2,2083.0,2058.2,2069.1,170150,2023-12-22T06:00:00+0000
2023-12-26T06:00:00+0000,2066.0,2080.5,2065.1,2069.8,79573,2023-12-26T06:00:00+0000
2023-12-27T06:00:00+0000,2079.3,2095.8,2072.8,2093.1,128179,2023-12-27T06:00:00+0000
2023-12-28T06:00:00+0000,2089.5,2098.2,2074.6,2083.5,129544,2023-12-28T06:00:00+0000
2023-12-29T06:00:00+0000,2076.1,2084.1,2067.6,2071.8,105724,2023-12-29T06:00:00+0000
2024-01-02T06:00:00+0000,2072.7,2088.1,2064.3,2073.4,157555,2024-01-02T06:00:00+0000
2024-01-03T06:00:00+0000,2067.9,2074.3,2038.3,2042.8,221680,2024-01-03T06:00:00+0000
2024-01-04T06:00:00+0000,2049.3,2058.1,2043.3,2050.0,130263,2024-01-04T06:00:00+0000
2024-01-05T06:00:00+0000,2051.4,2071.1,2030.8,2049.8,214684,2024-01-05T06:00:00+0000
2024-01-08T06:00:00+0000,2052.6,2053.3,2022.7,2033.5,220988,2024-01-08T06:00:00+0000
2024-01-09T06:00:00+0000,2034.5,2048.6,2031.9,2033.0,218745,2024-01-09T06:00:00+0000
2024-01-10T06:00:00+0000,2036.0,2046.2,2025.9,2027.8,205007,2024-01-10T06:00:00+0000
2024-01-11T06:00:00+0000,2029.4,2056.1,2017.3,2019.2,301337,2024-01-11T06:00:00+0000
2024-01-12T06:00:00+0000,2033.2,2067.3,2033.1,2051.6,272352,2024-01-12T06:00:00+0000
2024-01-16T06:00:00+0000,2053.4,2062.8,2027.6,2030.2,285254,2024-01-16T06:00:00+0000
2024-01-17T06:00:00+0000,2031.7,2036.1,2004.6,2006.5,254292,2024-01-17T06:00:00+0000
2024-01-18T06:00:00+0000,2009.1,2025.6,2007.7,2021.6,171928,2024-01-18T06:00:00+0000
2024-01-19T06:00:00+0000,2027.4,2041.9,2022.2,2029.3,172805,2024-01-19T06:00:00+0000
2024-01-22T06:00:00+0000,2031.8,2034.1,2017.4,2022.2,152756,2024-01-22T06:00:00+0000
2024-01-23T06:00:00+0000,2023.2,2039.3,2020.8,2025.8,156699,2024-01-23T06:00:00+0000
2024-01-24T06:00:00+0000,2030.7,2037.9,2011.7,2016.0,234459,2024-01-24T06:00:00+0000
2024-01-25T06:00:00+0000,2014.8,2025.6,2004.0,2017.8,196670,2024-01-25T06:00:00+0000
2024-01-26T06:00:00+0000,2021.0,2028.1,2015.6,2017.3,119588,2024-01-26T06:00:00+0000
2024-01-29T06:00:00+0000,2024.4,2037.2,2018.8,2025.4,150708,2024-01-29T06:00:00+0000
2024-01-30T06:00:00+0000,2032.5,2048.5,2028.1,2031.5,26907,2024-01-30T06:00:00+0000
2024-01-31T06:00:00+0000,2035.4,2055.0,2030.0,2048.4,2007,2024-01-31T06:00:00+0000
2024-02-01T06:00:00+0000,2040.2,2064.5,2029.0,2053.0,947,2024-02-01T06:00:00+0000
2024-02-02T06:00:00+0000,2054.8,2055.9,2027.7,2036.1,888,2024-02-02T06:00:00+0000
2024-02-05T06:00:00+0000,2038.9,2040.8,2013.8,2025.7,412,2024-02-05T06:00:00+0000
2024-02-06T06:00:00+0000,2025.9,2037.3,2025.9,2034.5,249,2024-02-06T06:00:00+0000
2024-02-07T06:00:00+0000,2032.8,2039.5,2032.7,2035.2,71,2024-02-07T06:00:00+0000
2024-02-08T06:00:00+0000,2028.0,2036.7,2020.3,2032.2,341,2024-02-08T06:00:00+0000
2024-02-09T06:00:00+0000,2032.0,2032.0,2020.0,2023.3,62,2024-02-09T06:00:00+0000
2024-02-12T06:00:00+0000,2025.5,2025.5,2011.6,2018.2,317,2024-02-12T06:00:00+0000
2024-02-13T06:00:00+0000,2025.1,2025.8,1990.0,1992.9,198,2024-02-13T06:00:00+0000
2024-02-14T06:00:00+0000,1990.3,1993.5,1984.8,1990.3,1916,2024-02-14T06:00:00+0000
2024-02-15T06:00:00+0000,1993.6,2007.2,1993.6,2002.1,286,2024-02-15T06:00:00+0000
2024-02-16T06:00:00+0000,2005.0,2012.5,1996.5,2011.5,32,2024-02-16T06:00:00+0000
